TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,Purpose,OutOfPolicy,EntitiyCode,EmployeeNumber,BusinessUnit,HotelNights,NetCosts,Transportation_CO2e,Hotel_CO2e,Spend_CO2e
56889,AU,Sydney,AU,Brisbane,Conference/Exhibition,No,9000,M1362-M5489,Sales,3,677.0,223.2116,105.0,224.6198
56890,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,6000,M1362-M5489,Executive Management,1,1106.0,1079.4338,58.9,1438.7816
56891,CN,Beijing,AU,Sydney,Internal Business Trip,No,10000,M1362-M5493,Operations,4,2281.0,2539.644,140.0,2137.867
56892,US,New York,CA,Toronto,Internal Business Trip,No,8000,M1362-M5496,Legal,5,2418.0,248.5826,37.0,860.7269
56893,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,7000,M1362-M5500,Value Engineering,1,2355.0,4725.91,13.2,2884.685
56894,DE,Hamburg,DE,Berlin,Customer Visit,No,7000,M1362-M5510,Services,2,459.87,121.4904,26.4,10.0394
56895,DE,Berlin,ES,Madrid,Conference/Exhibition,No,6000,M1362-M5510,Value Engineering,1,412.0,548.794,7.0,106.7407
56896,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,9000,M1362-M5511,Operations,2,1046.0,502.4644,112.0,504.9314
56897,AU,Sydney,DE,Frankfurt,Customer Visit,No,7000,M1362-M5516,Executive Management,3,2703.0,4794.4396,39.6,3236.5303000000004
56898,DE,Berlin,NL,Amsterdam,Conference/Exhibition,No,10000,M1362-M5520,Sales,2,689.02,289.2068,29.6,11.0253
56899,BR,São Paulo,US,Miami,Customer Visit,No,10000,M1362-M5530,Sales,3,2303.0,1862.2934,48.3,890.2737
56900,AU,Sydney,US,Los Angeles,Enablement,No,6000,M1362-M5533,Value Engineering,5,3689.0,3416.9176,80.5,2467.2138
56901,US,New York,MX,Mexico City,Customer Visit,No,8000,M1362-M5535,Executive Management,1,4815.0,1486.5916,19.3,3678.5829
56902,AU,Sydney,SG,Singapore,Customer Visit,No,7000,M1362-M5540,Marketing,1,1024.0,1782.9322,24.5,879.2602
56903,AU,Sydney,DE,Frankfurt,Customer Visit,No,8000,M1362-M5541,Sales,4,2871.0,4883.3882,52.8,2564.9266
56904,BR,São Paulo,US,Miami,Customer Visit,No,10000,M1362-M5545,Marketing,1,1534.0,1862.2934,16.1,811.2121
56905,AU,Sydney,AU,Brisbane,Customer Visit,No,9000,M1362-M5546,Sales,2,549.0,223.2116,70.0,284.6785
56906,MX,Mexico City,US,Miami,Customer Visit,Yes,7000,M1362-M5554,Sales,3,2269.0,911.981,48.3,1102.0565
56907,AU,Sydney,SG,Singapore,Internal Business Trip,No,8000,M1363-M5001,Sales,3,1774.0,1782.9322,73.5,1011.3895
56908,US,New York,CA,Toronto,Conference/Exhibition,No,6000,M1363-M5003,Customer Support,1,411.01,202.5958,7.4,17.1539
56909,US,New York,DE,Berlin,Customer Visit,Yes,9000,M1363-M5004,Sales,2,6130.0,5266.0844,26.4,4560.5915
56910,BR,São Paulo,US,Miami,Internal Business Trip,Yes,8000,M1363-M5007,Sales,2,6412.0,5400.4536,32.2,3828.177
56911,BR,São Paulo,US,Miami,Customer Visit,No,6000,M1363-M5008,Sales,2,5491.0,5400.4536,32.2,3240.1977
56912,AU,Sydney,AU,Perth,Customer Visit,No,8000,M1363-M5012,Sales,3,3058.0,1457.43,105.0,3031.7662
56913,AU,Sydney,US,Los Angeles,Customer Visit,No,9000,M1363-M5016,Executive Management,2,2850.0,3416.9176,32.2,2618.5619
56914,AU,Sydney,US,Los Angeles,Customer Visit,No,6000,M1363-M5018,Marketing,5,3615.0,3416.9176,80.5,2521.2667
56915,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,9000,M1363-M5021,Services,1,1898.0,3416.9176,16.1,1942.3003
56916,BR,São Paulo,AR,Buenos Aires,Customer Visit,Yes,6000,M1363-M5023,Sales,3,2040.0,753.6458,168.0,1068.3285
56917,ZA,Cape Town,ZA,Johannesburg,Internal Business Trip,No,7000,M1363-M5027,Services,2,840.0,565.2694,102.8,984.9181
56918,US,New York,CA,Toronto,Internal Business Trip,Yes,7000,M1363-M5027,Customer Support,3,1659.0,248.5826,22.2,712.5432
56919,AU,Sydney,DE,Frankfurt,Customer Visit,No,7000,M1363-M5033,Legal,3,2437.0,4695.2446,39.6,2334.5254
56920,AU,Sydney,DE,Frankfurt,Internal Business Trip,No,8000,M1363-M5034,Customer Support,6,2890.0,4883.3882,79.2,2339.7336
56921,AU,Sydney,US,Los Angeles,Customer Visit,No,10000,M1363-M5035,Marketing,5,3253.0,3416.9176,80.5,2219.7717
56922,DE,Berlin,ES,Madrid,Internal Business Trip,No,6000,M1363-M5036,Marketing,2,732.0,548.794,14.0,136.0529
56923,BR,São Paulo,AR,Buenos Aires,Partner Visit,No,6000,M1363-M5038,Office Management,4,1328.0,502.4644,224.0,504.9314
56924,AU,Sydney,SG,Singapore,Customer Visit,Yes,8000,M1363-M5038,Operations,3,5560.0,5170.3148,73.5,5646.7245
56925,AU,Sydney,DE,Frankfurt,Customer Visit,No,10000,M1363-M5038,Engineering,2,2437.0,4725.91,26.4,2810.8945000000003
56926,AU,Sydney,US,Los Angeles,Partner Visit,No,7000,M1363-M5041,Marketing,5,3780.0,3416.9176,80.5,2535.6808
56927,CN,Beijing,RU,Moscow,Customer Visit,Yes,10000,M1363-M5041,Ecosystem,1,3786.0,4760.8986,24.2,5296.8048
56928,DE,Berlin,ES,Madrid,Customer Visit,No,7000,M1363-M5042,Sales,4,1640.0,823.1354,28.0,386.0364
56929,CN,Beijing,RU,Moscow,Customer Visit,Yes,7000,M1363-M5046,Ecosystem,2,4592.0,4760.8986,48.4,6285.9672
56930,AU,Sydney,CN,Beijing,Customer Visit,Yes,6000,M1363-M5046,Operations,3,6655.0,7364.6988,160.5,7456.8955
56931,AU,Sydney,SG,Singapore,Conference/Exhibition,No,9000,M1363-M5049,Sales,3,1814.0,1782.9322,73.5,1166.3411
56932,AU,Sydney,CN,Beijing,Customer Visit,No,9000,M1363-M5049,Customer Support,1,7011.0,6960.905,53.5,8436.8675
56933,AU,Sydney,CN,Beijing,Conference/Exhibition,No,10000,M1363-M5053,Value Engineering,1,1696.0,2554.4790000000003,53.5,1927.4982
56934,CN,Beijing,RU,Moscow,Customer Visit,No,8000,M1363-M5054,Ecosystem,3,1331.0,1641.749,72.6,1377.8654
56935,AU,Sydney,US,Los Angeles,Conference/Exhibition,Yes,7000,M1363-M5055,Sales,1,8010.0,9908.699,16.1,9234.6348
56936,CN,Beijing,IN,New Delhi,Customer Visit,No,9000,M1363-M5056,Sales,1,981.0,1079.4338,58.9,1253.1324
56937,CN,Beijing,IN,New Delhi,Customer Visit,No,9000,M1363-M5058,Marketing,3,1290.0,1079.4338,176.7,1327.102
56938,CN,Beijing,RU,Moscow,Conference/Exhibition,No,8000,M1363-M5059,Sales,2,1136.0,1641.749,48.4,1300.9951
56939,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,6000,M1363-M5063,Value Engineering,5,1368.0,1079.4338,294.5,1050.0785
56940,AU,Sydney,AU,Perth,Enablement,No,8000,M1363-M5063,Sales,5,1490.0,971.6856,175.0,708.6934
56941,DE,Berlin,NL,Amsterdam,Internal Business Trip,No,7000,M1363-M5067,Engineering,2,682.0,54.8668,29.6,15.1855
56942,BR,São Paulo,US,Miami,Conference/Exhibition,No,6000,M1363-M5071,Marketing,3,2160.0,1862.2934,48.3,804.5683
56943,AU,Sydney,AU,Perth,Conference/Exhibition,No,6000,M1363-M5073,Office Management,3,1047.0,971.6856,105.0,691.8769
56944,BR,São Paulo,PT,Lisbon,Conference/Exhibition,No,8000,M1363-M5075,Services,6,3158.0,2247.889,114.0,1221.1366
56945,BR,São Paulo,ZA,Johannesburg,Customer Visit,Yes,6000,M1363-M5076,Marketing,4,5868.0,6111.3152,205.6,3592.9853
56946,DE,Berlin,ES,Madrid,Customer Visit,No,10000,M1363-M5077,Marketing,1,426.0,548.794,7.0,100.6571
56947,BR,São Paulo,US,Miami,Internal Business Trip,No,6000,M1363-M5078,Sales,1,1768.0,1862.2934,16.1,963.3559
56948,AU,Sydney,SG,Singapore,Customer Visit,No,8000,M1363-M5082,Operations,5,2599.0,1782.9322,122.5,1183.1576
56949,MX,Mexico City,US,Miami,Customer Visit,No,8000,M1363-M5085,Customer Support,1,720.0,608.0284,16.1,324.6116
56950,AU,Sydney,US,Los Angeles,Customer Visit,No,6000,M1363-M5085,Sales,2,2613.0,3416.9176,32.2,2381.9304
56951,ES,Madrid,PT,Lisbon,Customer Visit,Yes,10000,M1363-M5087,Services,3,665.0,152.07,57.0,104.0904
56952,AU,Sydney,CN,Beijing,Internal Business Trip,No,6000,M1363-M5088,Customer Support,6,2133.0,2539.644,321.0,1394.5644
56953,DE,Berlin,ES,Madrid,Conference/Exhibition,No,10000,M1363-M5089,Marketing,3,1374.0,823.1354,21.0,373.316
56954,US,New York,FR,Paris,Customer Visit,Yes,6000,M1363-M5093,Sales,6,9782.0,4811.769,40.2,5947.8437
56955,AU,Sydney,AU,Melbourne,Conference/Exhibition,No,8000,M1363-M5098,Ecosystem,3,713.0,209.077,105.0,240.235
56956,DE,Berlin,FR,Paris,Conference/Exhibition,No,8000,M1363-M5100,Sales,3,1319.0,261.7012,20.1,102.3162
56957,DE,Berlin,IT,Rome,Conference/Exhibition,No,10000,M1363-M5103,Executive Management,4,1303.0,349.1932,57.2,106.1877
56958,AU,Sydney,AU,Perth,Internal Business Trip,No,7000,M1363-M5104,Marketing,2,738.0,971.6856,70.0,498.4877
56959,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,7000,M1363-M5105,Sales,4,3543.0,3130.2438,235.6,4446.8794
56960,MX,Mexico City,US,Miami,Customer Visit,No,9000,M1363-M5108,Value Engineering,2,1124.0,608.0284,32.2,382.2302
56961,CN,Beijing,IN,New Delhi,Customer Visit,No,8000,M1363-M5110,Ecosystem,3,1310.0,1079.4338,176.7,1345.957
56962,BR,São Paulo,US,Miami,Partner Visit,No,8000,M1363-M5115,Sales,4,2665.0,1862.2934,64.4,936.7805
56963,BR,São Paulo,PT,Lisbon,Customer Visit,No,7000,M1363-M5116,Sales,4,2648.0,2247.889,76.0,1175.9586
56964,AU,Sydney,NZ,Auckland,Customer Visit,No,6000,M1363-M5116,Marketing,5,1399.0,640.171,52.0,694.2793
56965,AU,Sydney,US,Los Angeles,Customer Visit,No,9000,M1363-M5120,Executive Management,3,3070.0,3416.9176,48.3,2563.3078
56966,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,10000,M1363-M5122,Executive Management,3,2590.0,4695.2446,39.6,2471.3816
56967,AU,Sydney,US,Los Angeles,Internal Business Trip,No,7000,M1363-M5124,Sales,4,8881.0,9908.699,64.4,9037.6421
56968,BR,São Paulo,US,Miami,Internal Business Trip,Yes,9000,M1363-M5125,Sales,2,1960.0,1862.2934,32.2,880.308
56969,US,New York,CA,Toronto,Customer Visit,Yes,6000,M1363-M5125,Sales,4,2102.0,248.5826,29.6,853.633
56970,AU,Sydney,AU,Brisbane,Enablement,No,7000,M1363-M5126,Sales,6,1292.0,223.2116,210.0,248.6433
56971,BR,São Paulo,US,Miami,Internal Business Trip,No,8000,M1363-M5128,Marketing,1,1777.0,1862.2934,16.1,950.7326
56972,US,New York,CA,Toronto,Customer Visit,Yes,10000,M1363-M5132,Marketing,2,688.12,202.5958,14.8,17.7694
56973,AU,Sydney,AU,Melbourne,Conference/Exhibition,No,7000,M1363-M5132,Sales,3,697.0,209.077,105.0,190.9869
56974,BR,São Paulo,ZA,Johannesburg,Internal Business Trip,No,8000,M1363-M5135,Sales,1,1805.0,2107.427,51.4,1114.8353
56975,DE,Berlin,GB,London,Conference/Exhibition,No,10000,M1363-M5137,Marketing,5,1899.0,285.008,52.0,72.451
56976,DE,Berlin,ES,Madrid,Conference/Exhibition,No,10000,M1363-M5139,Customer Support,2,1722.0,400.2732,14.0,126.3792
56977,AU,Sydney,SG,Singapore,Enablement,No,7000,M1363-M5139,Customer Support,3,1877.0,1782.9322,73.5,1132.7082
56978,US,New York,MX,Mexico City,Conference/Exhibition,Yes,6000,M1363-M5140,Services,5,2592.0,1486.5916,96.5,1427.451
56979,AU,Sydney,CN,Beijing,Customer Visit,No,9000,M1363-M5143,Value Engineering,1,5545.0,7364.6988,53.5,6491.1507
56980,US,New York,MX,Mexico City,Customer Visit,Yes,9000,M1363-M5145,Marketing,1,550.96,1050.0558,19.3,39.2596
56981,ZA,Cape Town,ZA,Johannesburg,Conference/Exhibition,Yes,7000,M1363-M5146,Marketing,3,511.0,376.8716,154.2,307.3738
56982,AU,Sydney,CN,Beijing,Customer Visit,Yes,7000,M1363-M5146,Customer Support,5,7387.0,7364.6988,267.5,7969.7973
56983,CN,Beijing,RU,Moscow,Customer Visit,No,7000,M1363-M5148,Sales,3,4409.0,4760.8986,72.6,5807.3402
56984,CN,Beijing,IN,New Delhi,Enablement,Yes,10000,M1363-M5151,Customer Support,5,4007.0,3130.2438,294.5,4979.1706
56985,MX,Mexico City,US,Miami,Internal Business Trip,No,6000,M1363-M5151,Customer Support,2,2102.0,911.981,32.2,1229.4666
56986,DE,Berlin,GB,London,Conference/Exhibition,No,9000,M1363-M5157,Marketing,1,434.0,285.008,10.4,68.5795
56987,AU,Sydney,AU,Perth,Conference/Exhibition,No,8000,M1363-M5158,Services,3,1016.0,971.6856,105.0,596.9841
56988,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,No,7000,M1363-M5159,Marketing,4,1802.0,2107.427,205.6,884.2943
56989,AU,Sydney,SG,Singapore,Conference/Exhibition,No,10000,M1363-M5166,Customer Support,3,1828.0,1782.9322,73.5,1057.0342
56990,AU,Sydney,US,Los Angeles,Customer Visit,No,8000,M1363-M5167,Executive Management,3,2630.0,3416.9176,48.3,2105.6601
56991,CN,Beijing,IN,New Delhi,Customer Visit,No,7000,M1363-M5170,Finance,4,1221.0,1079.4338,235.6,1054.4297
56992,AU,Sydney,AU,Perth,Conference/Exhibition,No,9000,M1363-M5172,Customer Support,2,854.0,971.6856,70.0,613.8005
56993,US,New York,CA,Toronto,Conference/Exhibition,Yes,9000,M1363-M5172,Customer Support,3,1635.0,248.5826,22.2,670.768
56994,US,New York,CA,Toronto,Customer Visit,No,8000,M1363-M5173,Marketing,2,637.37,357.0808,14.8,10.0106
56995,US,New York,CA,Toronto,Conference/Exhibition,No,9000,M1363-M5184,Sales,1,1411.0,248.5826,7.4,902.5021
56996,DE,Berlin,GB,London,Customer Visit,No,6000,M1363-M5186,Marketing,3,1748.0,427.4834,31.2,469.5486
56997,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,8000,M1363-M5187,Marketing,6,4094.0,3130.2438,353.4,4883.4452
56998,MX,Mexico City,US,Miami,Internal Business Trip,No,9000,M1363-M5188,Sales,3,1355.0,608.0284,48.3,318.9309
56999,BR,São Paulo,US,Miami,Enablement,No,6000,M1363-M5188,Sales,1,1688.0,1862.2934,16.1,884.9586
57000,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,10000,M1363-M5188,Executive Management,5,1354.0,502.4644,280.0,426.5341
57001,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,8000,M1363-M5190,Services,3,3316.0,3130.2438,176.7,4268.4821
57002,CN,Beijing,RU,Moscow,Internal Business Trip,No,10000,M1363-M5192,Marketing,2,4865.0,4760.8986,48.4,6660.1664
57003,AU,Sydney,SG,Singapore,Customer Visit,Yes,10000,M1363-M5193,Marketing,4,5304.0,5170.3148,98.0,5032.924
57004,BR,São Paulo,US,Miami,Internal Business Trip,No,8000,M1363-M5195,Marketing,3,2256.0,1862.2934,48.3,873.6641
57005,BR,São Paulo,US,Miami,Conference/Exhibition,Yes,7000,M1363-M5195,Sales,3,6321.0,5400.4536,48.3,3576.3757
57006,AU,Sydney,US,Los Angeles,Customer Visit,No,8000,M1363-M5197,Sales,3,2477.0,3416.9176,48.3,1943.5014
57007,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,6000,M1363-M5198,Marketing,1,4810.0,6111.3152,51.4,3115.958
57008,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,10000,M1363-M5198,Legal,3,9616.0,13704.6388,39.6,12157.9414
57009,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,7000,M1363-M5202,Sales,3,11618.0,13704.6388,39.6,14272.9507
57010,DE,Berlin,FR,Paris,Customer Visit,No,7000,M1363-M5209,Marketing,2,818.0,261.7012,13.4,88.4897
57011,CN,Beijing,AU,Sydney,Customer Visit,No,9000,M1363-M5211,Marketing,4,2336.0,2554.4790000000003,140.0,2211.8366
57012,AU,Sydney,NZ,Auckland,Conference/Exhibition,No,10000,M1363-M5214,Executive Management,1,691.0,640.171,10.4,621.0076
57013,BR,São Paulo,PT,Lisbon,Conference/Exhibition,No,7000,M1363-M5214,Executive Management,5,3290.0,2247.889,95.0,1492.8694
57014,BR,São Paulo,US,Miami,Conference/Exhibition,No,6000,M1363-M5214,Marketing,3,2051.0,1862.2934,48.3,754.0751
57015,AU,Sydney,DE,Frankfurt,Customer Visit,No,6000,M1363-M5216,Customer Support,1,2145.0,4695.2446,13.2,2354.7273
57016,US,New York,CA,Toronto,Customer Visit,Yes,9000,M1363-M5217,Sales,1,1192.0,248.5826,7.4,756.683
57017,CN,Beijing,GB,London,Conference/Exhibition,Yes,7000,M1363-M5221,Sales,2,1968.0,2929.0386000000003,20.8,1958.0194
57018,AU,Sydney,DE,Frankfurt,Conference/Exhibition,Yes,6000,M1363-M5221,Sales,2,11015.0,13615.7122,26.4,12841.8595
57019,DE,Berlin,ES,Madrid,Customer Visit,Yes,6000,M1363-M5221,Ecosystem,1,855.0,823.1354,7.0,354.512
57020,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,6000,M1363-M5222,Executive Management,2,5840.0,6111.3152,102.8,3705.9304
57021,AU,Sydney,SG,Singapore,Internal Business Trip,No,6000,M1363-M5223,Marketing,3,1716.0,1782.9322,73.5,933.3131
57022,AU,Sydney,US,Los Angeles,Customer Visit,No,9000,M1363-M5224,Customer Support,2,2852.0,3416.9176,32.2,2711.0524
57023,MX,Mexico City,US,Miami,Enablement,No,8000,M1363-M5224,Marketing,4,2635.0,911.981,64.4,986.8194
57024,MX,Mexico City,US,Miami,Internal Business Trip,No,10000,M1363-M5230,Marketing,6,2478.0,608.0284,96.6,391.157
57025,AU,Sydney,SG,Singapore,Customer Visit,No,10000,M1363-M5231,Sales,2,1677.0,1782.9322,49.0,1255.2281
57026,JP,Fukuoka,JP,Tokyo,Customer Visit,No,7000,M1363-M5232,Operations,5,1915.0,43.757,195.0,45.0598
57027,AU,Sydney,SG,Singapore,Customer Visit,No,7000,M1363-M5233,Operations,2,1434.0,1782.9322,49.0,1042.6201
57028,AU,Sydney,SG,Singapore,Conference/Exhibition,No,6000,M1363-M5235,Value Engineering,1,4269.0,5170.3148,24.5,4771.0678
57029,BR,São Paulo,US,Miami,Enablement,Yes,10000,M1363-M5239,Sales,3,5220.0,5400.4536,48.3,2832.9307
57030,US,New York,CA,Toronto,Internal Business Trip,No,8000,M1363-M5241,Marketing,2,1369.0,248.5826,14.8,653.4273
57031,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,7000,M1363-M5244,Marketing,3,2894.0,3416.9176,48.3,2438.3856
57032,DE,Berlin,ES,Madrid,Conference/Exhibition,Yes,10000,M1363-M5245,Marketing,1,470.0,548.794,7.0,142.1366
57033,MX,Mexico City,US,Miami,Conference/Exhibition,No,7000,M1363-M5245,Executive Management,6,2476.0,608.0284,96.6,393.5916
57034,BR,São Paulo,US,Miami,Internal Business Trip,No,9000,M1363-M5248,Operations,4,2512.0,1862.2934,64.4,797.26
57035,AU,Sydney,DE,Frankfurt,Customer Visit,No,7000,M1363-M5248,Marketing,3,9000.0,13615.7122,39.6,10192.0197
57036,CN,Beijing,RU,Moscow,Conference/Exhibition,No,7000,M1363-M5248,Sales,1,5153.0,4760.8986,24.2,7293.9845
57037,AU,Sydney,CN,Beijing,Conference/Exhibition,No,8000,M1363-M5252,Value Engineering,2,1458.0,2539.644,107.0,1405.375
57038,DE,Berlin,IT,Rome,Customer Visit,No,7000,M1363-M5252,Sales,3,959.0,349.1932,42.9,101.2101
57039,AU,Sydney,DE,Frankfurt,Customer Visit,Yes,9000,M1363-M5254,Office Management,2,12347.0,13704.6388,26.4,15645.1567
57040,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,10000,M1363-M5258,Ecosystem,3,1100.0,1079.4338,176.7,1079.0862
57041,AU,Sydney,NZ,Auckland,Customer Visit,No,7000,M1363-M5259,Ecosystem,3,1239.0,640.171,31.2,796.3791
57042,DE,Berlin,NL,Amsterdam,Conference/Exhibition,Yes,7000,M1363-M5260,Marketing,3,927.0,175.9086,44.4,81.853
57043,DE,Berlin,IT,Rome,Customer Visit,No,6000,M1363-M5263,Marketing,2,1176.0,523.7544,28.6,313.0324
57044,AU,Sydney,AU,Melbourne,Customer Visit,Yes,10000,M1363-M5263,Marketing,3,763.0,209.077,105.0,193.3892
57045,DE,Berlin,GB,London,Internal Business Trip,No,7000,M1363-M5265,Office Management,5,1998.0,427.4834,52.0,198.5488
57046,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,7000,M1363-M5270,Marketing,3,3116.0,3416.9176,48.3,2559.7043
57047,BR,São Paulo,US,Miami,Customer Visit,No,6000,M1363-M5270,Value Engineering,5,2769.0,1862.2934,80.5,848.4176
57048,US,New York,MX,Mexico City,Enablement,No,6000,M1363-M5271,Services,3,5525.0,1486.5916,57.9,4000.9614
57049,ZA,Cape Town,ZA,Johannesburg,Conference/Exhibition,No,7000,M1363-M5274,Marketing,4,646.0,376.8716,205.6,249.5346
57050,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,Yes,6000,M1363-M5275,Customer Support,3,5816.0,6111.3152,154.2,3648.1291
57051,AU,Sydney,SG,Singapore,Enablement,No,10000,M1363-M5277,Marketing,2,5142.0,5170.3148,49.0,5425.7083
57052,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,8000,M1363-M5277,Value Engineering,3,3695.0,3130.2438,176.7,4864.5902
57053,US,New York,MX,Mexico City,Conference/Exhibition,Yes,10000,M1363-M5282,Finance,5,2141.0,1486.5916,96.5,1083.0025
57054,CN,Beijing,RU,Moscow,Customer Visit,No,10000,M1363-M5282,Services,2,1299.0,1641.749,48.4,1528.7054
57055,US,New York,CA,Toronto,Conference/Exhibition,Yes,8000,M1363-M5284,Customer Support,3,855.87,202.5958,22.2,16.4906
57056,AU,Sydney,DE,Frankfurt,Customer Visit,No,10000,M1363-M5284,Executive Management,6,2995.0,4794.4396,79.2,2886.2978000000003
57057,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,6000,M1363-M5286,Sales,1,801.0,1079.4338,58.9,979.0097
57058,DE,Berlin,ES,Madrid,Customer Visit,No,6000,M1363-M5301,Sales,1,446.0,548.794,7.0,112.2713
57059,AU,Sydney,SG,Singapore,Customer Visit,No,7000,M1363-M5301,Value Engineering,5,2552.0,1782.9322,122.5,1144.7199
57060,BR,São Paulo,US,Miami,Internal Business Trip,No,8000,M1363-M5304,Marketing,1,1565.0,1862.2934,16.1,838.4518
57061,DE,Berlin,ES,Madrid,Customer Visit,No,6000,M1363-M5305,Value Engineering,6,1437.6,986.7558,42.0,10.1211
57062,AU,Sydney,US,Los Angeles,Internal Business Trip,No,10000,M1363-M5306,Customer Support,2,2500.0,3416.9176,32.2,2273.8246
57063,BR,São Paulo,US,Miami,Conference/Exhibition,No,7000,M1363-M5308,Value Engineering,3,2452.0,1862.2934,48.3,975.3148
57064,US,New York,MX,Mexico City,Conference/Exhibition,No,7000,M1363-M5313,Services,4,1369.0,991.128,77.2,536.772
57065,AU,Sydney,CN,Beijing,Conference/Exhibition,No,7000,M1363-M5313,Executive Management,4,2179.0,2554.4790000000003,214.0,1932.0738
57066,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,9000,M1363-M5319,Sales,3,1086.0,502.4644,168.0,439.8218
57067,CN,Beijing,AU,Sydney,Customer Visit,Yes,9000,M1363-M5321,Customer Support,4,6878.0,7364.6988,140.0,8664.5981
57068,MX,Mexico City,US,Miami,Customer Visit,Yes,9000,M1363-M5321,Value Engineering,1,1759.0,911.981,16.1,1169.4134
57069,DE,Berlin,GB,London,Internal Business Trip,No,6000,M1363-M5334,Customer Support,3,1312.0,427.4834,31.2,236.71
57070,US,New York,CA,Toronto,Customer Visit,Yes,8000,M1363-M5335,Ecosystem,1,1389.0,248.5826,7.4,895.4082
57071,BR,São Paulo,US,Miami,Customer Visit,No,8000,M1363-M5335,Services,1,1694.0,1862.2934,16.1,902.897
57072,DE,Berlin,FR,Paris,Customer Visit,No,10000,M1363-M5338,Services,6,2336.0,261.7012,40.2,90.702
57073,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,6000,M1363-M5342,Sales,6,1637.0,1079.4338,353.4,1424.2778
57074,AU,Sydney,NZ,Auckland,Customer Visit,No,9000,M1363-M5343,Sales,2,2094.0,960.1916,20.8,2081.6366
57075,US,New York,MX,Mexico City,Conference/Exhibition,No,9000,M1363-M5346,Sales,2,874.0,991.128,38.6,454.0098
57076,CN,Beijing,IN,New Delhi,Customer Visit,No,9000,M1363-M5348,Value Engineering,3,1278.0,1079.4338,176.7,1335.8043
57077,CN,Beijing,RU,Moscow,Internal Business Trip,No,10000,M1363-M5354,Office Management,2,1439.0,1641.749,48.4,1699.8508
57078,US,New York,CA,Toronto,Conference/Exhibition,Yes,6000,M1363-M5357,Value Engineering,2,1500.0,248.5826,14.8,815.7989
57079,AU,Sydney,US,Los Angeles,Customer Visit,No,10000,M1363-M5358,Sales,3,3240.0,3416.9176,48.3,2681.023
57080,DE,Berlin,FR,Paris,Customer Visit,No,6000,M1363-M5363,Customer Support,1,780.0,112.8904,6.7,40.0617
57081,BR,São Paulo,AR,Buenos Aires,Internal Business Trip,No,9000,M1363-M5364,Customer Support,3,1153.0,502.4644,168.0,498.9519
57082,AU,Sydney,CN,Beijing,Customer Visit,No,8000,M1363-M5365,Marketing,4,1850.0,2554.4790000000003,214.0,1612.8152
57083,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,8000,M1363-M5366,Sales,2,2378.0,4695.2446,26.4,2479.6709
57084,JP,Fukuoka,JP,Tokyo,Customer Visit,No,6000,M1363-M5369,Office Management,1,520.0,261.316,39.0,104.9255
57085,ZA,Cape Town,ZA,Johannesburg,Customer Visit,No,10000,M1363-M5371,Value Engineering,2,358.0,376.8716,102.8,233.0091
57086,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,6000,M1363-M5372,Office Management,3,1023.0,502.4644,168.0,391.3218
57087,BR,São Paulo,ZA,Johannesburg,Internal Business Trip,No,10000,M1363-M5372,Services,4,5535.0,6111.3152,205.6,3345.1703
57088,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,7000,M1363-M5376,Marketing,4,2574.0,4883.3882,52.8,2298.2023
57089,BR,São Paulo,PT,Lisbon,Conference/Exhibition,No,7000,M1363-M5380,Value Engineering,2,2486.0,2247.889,38.0,1387.2325
57090,AU,Sydney,AU,Perth,Conference/Exhibition,No,7000,M1363-M5387,Marketing,2,2088.0,1457.43,70.0,2130.8848
57091,AU,Sydney,AU,Perth,Enablement,No,8000,M1363-M5389,Sales,3,1100.0,971.6856,105.0,694.2793
57092,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,9000,M1363-M5389,Sales,4,2437.0,2107.427,205.6,1271.6298
57093,AU,Sydney,NZ,Auckland,Customer Visit,Yes,6000,M1363-M5393,Value Engineering,3,2351.0,960.1916,31.2,2122.4765
