TransportationID,TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,ShippingType,ShippingTypeDescription,LegStep,TripCosts,Departure_CO2e,Return_CO2e
EF036736,49185,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,574.0,251.2322,251.2322
EF036737,49186,DE,Berlin,NL,Amsterdam,10,Economy Flight,1,155.0,87.9543,87.9543
BC015782,49187,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,2741.0,1565.1219,1565.1219
BC015783,49188,AU,Sydney,SG,Singapore,12,Business Class Flight,1,4991.0,2585.1574,2585.1574
BC015784,49189,BR,São Paulo,US,Miami,12,Business Class Flight,1,5170.0,2700.2268,2700.2268
EF036738,49190,DE,Berlin,ES,Madrid,10,Economy Flight,1,210.0,274.397,274.397
EF036739,49191,DE,Berlin,NL,Amsterdam,10,Economy Flight,1,137.0,87.9543,87.9543
BC015785,49192,DE,Berlin,FR,Paris,12,Business Class Flight,1,496.0,196.2627,196.2627
EF036740,49193,AU,Sydney,SG,Singapore,10,Economy Flight,1,850.0,891.4661,891.4661
EF036741,49194,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2118.0,1708.4588,1708.4588
BC015786,49195,BR,São Paulo,US,Miami,12,Business Class Flight,1,5923.0,2700.2268,2700.2268
EF036742,49196,AU,Sydney,AU,Brisbane,10,Economy Flight,1,209.0,111.6058,111.6058
BC015787,49197,BR,São Paulo,PT,Lisbon,12,Business Class Flight,1,7327.0,3259.3199,3259.3199
BC015788,49198,BR,São Paulo,ZA,Johannesburg,12,Business Class Flight,1,6903.0,3055.6576,3055.6576
EF036743,49199,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1807.0,1708.4588,1708.4588
EF036744,49200,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,736.0,251.2322,251.2322
EF036745,49201,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1622.0,1708.4588,1708.4588
BC015789,49202,BR,São Paulo,ZA,Johannesburg,12,Business Class Flight,1,5635.0,3055.6576,3055.6576
EF036746,49203,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1435.0,1053.7135,1053.7135
EF036747,49204,CN,Beijing,IN,New Delhi,10,Economy Flight,1,754.0,539.7169,539.7169
EF036748,49205,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,143.0,188.4358,188.4358
BC015790,49206,AU,Sydney,SG,Singapore,12,Business Class Flight,1,4355.0,2585.1574,2585.1574
EF036749,49207,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1744.0,1708.4588,1708.4588
BC015791,49208,US,New York,DE,Berlin,12,Business Class Flight,1,6310.0,2633.0422,2633.0422
BC015792,49209,DE,Berlin,ES,Madrid,12,Business Class Flight,1,588.0,411.5677,411.5677
BC015793,49210,DE,Berlin,IT,Rome,12,Business Class Flight,1,411.0,261.8772,261.8772
BC015794,49211,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,2926.0,1565.1219,1565.1219
EF036750,49212,BR,São Paulo,US,Miami,10,Economy Flight,1,1092.0,931.1467,931.1467
EF036751,49213,AU,Sydney,SG,Singapore,10,Economy Flight,1,773.0,891.4661,891.4661
BC015795,49214,AU,Sydney,SG,Singapore,12,Business Class Flight,1,3758.0,2585.1574,2585.1574
BC015796,49214,SG,Singapore,DE,Frankfurt,12,Business Class Flight,2,6032.0,4222.6987,4222.6987
EF036752,49215,AU,Sydney,SG,Singapore,10,Economy Flight,1,875.0,891.4661,891.4661
BC015797,49216,DE,Berlin,GB,London,12,Business Class Flight,1,352.0,213.7417,213.7417
EF036753,49217,BR,São Paulo,PT,Lisbon,10,Economy Flight,1,1909.0,1123.9445,1123.9445
EF036754,49218,BR,São Paulo,US,Dallas,10,Economy Flight,1,1409.0,1167.7216,1167.7216
EF036755,49218,US,Dallas,JP,Tokyo,10,Economy Flight,2,1522.0,1470.0091,1470.0091
BC015798,49219,AU,Sydney,CN,Beijing,12,Business Class Flight,1,6589.0,3682.3494,3682.3494
EF036756,49220,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1649.0,1708.4588,1708.4588
EF036757,49221,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1730.0,1708.4588,1708.4588
EF036758,49222,AU,Sydney,CN,Beijing,10,Economy Flight,1,1410.0,1269.822,1269.822
EF036759,49223,AU,Sydney,SG,Singapore,10,Economy Flight,1,948.0,891.4661,891.4661
EF036760,49224,AU,Sydney,SG,Singapore,10,Economy Flight,1,1018.0,891.4661,891.4661
EF036761,49225,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,170.0,188.4358,188.4358
BC015799,49226,AU,Sydney,SG,Singapore,12,Business Class Flight,1,3856.0,2585.1574,2585.1574
BC015800,49227,US,New York,CA,Toronto,12,Business Class Flight,1,1134.0,124.2913,124.2913
CA001592,49228,US,New York,CA,Toronto,17,Fiat 500 electric,1,84.43,84.1755,84.1755
EF036762,49229,AU,Sydney,AU,Brisbane,10,Economy Flight,1,183.0,111.6058,111.6058
EF036763,49230,AU,Sydney,SG,Singapore,10,Economy Flight,1,1058.0,891.4661,891.4661
EF036764,49230,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,1240.0,1456.1562,1456.1562
BC015801,49231,DE,Berlin,IT,Rome,12,Business Class Flight,1,466.0,261.8772,261.8772
EF036765,49232,AU,Sydney,SG,Singapore,10,Economy Flight,1,812.0,891.4661,891.4661
EF036766,49232,SG,Singapore,GR,Athens,10,Economy Flight,2,500.0,1281.0192,1281.0192
EF036767,49232,GR,Athens,DE,Frankfurt,10,Economy Flight,3,420.0,269.2088,269.2088
EF036768,49233,CN,Beijing,RU,Moscow,10,Economy Flight,1,1148.0,820.8745,820.8745
EF036769,49234,AU,Sydney,AE,Abu Dhabi,10,Economy Flight,1,1608.0,1708.567,1708.567
EF036770,49234,AE,Abu Dhabi,DE,Frankfurt,10,Economy Flight,2,773.0,688.6528,688.6528
EF036771,49235,CN,Beijing,AU,Sydney,10,Economy Flight,1,1351.0,1269.822,1269.822
CA001593,49236,US,New York,CA,Toronto,15,Volkswagen Golf petrol,1,95.66,178.5404,178.5404
EF036772,49237,CN,Beijing,AE,Dubai,10,Economy Flight,1,880.0,630.9485,630.9485
EF036773,49237,AE,Dubai,GB,London,10,Economy Flight,2,651.0,1098.3786,1098.3786
EF036774,49238,DE,Berlin,NL,Amsterdam,10,Economy Flight,1,133.0,87.9543,87.9543
BC015802,49239,MX,Mexico City,US,Miami,12,Business Class Flight,1,1131.0,455.9905,455.9905
EF036775,49240,AU,Sydney,SG,Singapore,10,Economy Flight,1,1040.0,891.4661,891.4661
EF036776,49240,SG,Singapore,GR,Athens,10,Economy Flight,2,532.0,1281.0192,1281.0192
EF036777,49240,GR,Athens,DE,Frankfurt,10,Economy Flight,3,402.0,269.2088,269.2088
EF036778,49241,BR,São Paulo,PT,Lisbon,10,Economy Flight,1,2186.0,1123.9445,1123.9445
EF036779,49242,AU,Sydney,SG,Singapore,10,Economy Flight,1,964.0,891.4661,891.4661
EF036780,49242,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,1024.0,1456.1562,1456.1562
EF036781,49243,DE,Berlin,ES,Madrid,10,Economy Flight,1,217.0,274.397,274.397
BC015803,49244,US,New York,MX,Mexico City,12,Business Class Flight,1,1884.0,743.2958,743.2958
EF036782,49245,BR,São Paulo,US,Miami,10,Economy Flight,1,1271.0,931.1467,931.1467
EF036783,49246,MX,Mexico City,US,Miami,10,Economy Flight,1,390.0,304.0142,304.0142
EF036784,49247,AU,Sydney,AU,Brisbane,10,Economy Flight,1,233.0,111.6058,111.6058
CA001594,49248,US,New York,CA,Toronto,15,Volkswagen Golf petrol,1,88.78,178.5404,178.5404
EF036785,49249,BR,São Paulo,US,Miami,10,Economy Flight,1,1307.0,931.1467,931.1467
EF036786,49250,CN,Beijing,AU,Sydney,10,Economy Flight,1,1105.0,1269.822,1269.822
EF036787,49251,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,813.0,251.2322,251.2322
EF036788,49252,CN,Beijing,RU,Moscow,10,Economy Flight,1,1168.0,820.8745,820.8745
EF036789,49253,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,147.0,188.4358,188.4358
BC015804,49254,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,2751.0,1565.1219,1565.1219
EF036790,49255,DE,Berlin,ES,Madrid,10,Economy Flight,1,191.0,274.397,274.397
EF036791,49256,MX,Mexico City,US,Miami,10,Economy Flight,1,455.0,304.0142,304.0142
BC015805,49257,CN,Beijing,RU,Moscow,12,Business Class Flight,1,3870.0,2380.4493,2380.4493
EF036792,49258,CN,Beijing,RU,Moscow,10,Economy Flight,1,1046.0,820.8745,820.8745
EF036793,49259,BR,São Paulo,US,Miami,10,Economy Flight,1,1532.0,931.1467,931.1467
EF036794,49260,AU,Sydney,SG,Singapore,10,Economy Flight,1,785.0,891.4661,891.4661
BC015806,49261,CN,Beijing,RU,Moscow,12,Business Class Flight,1,3918.0,2380.4493,2380.4493
EF036795,49262,AU,Sydney,SG,Singapore,10,Economy Flight,1,753.0,891.4661,891.4661
EF036796,49262,SG,Singapore,GR,Athens,10,Economy Flight,2,556.0,1281.0192,1281.0192
EF036797,49262,GR,Athens,DE,Frankfurt,10,Economy Flight,3,473.0,269.2088,269.2088
EF036798,49263,CN,Beijing,RU,Moscow,10,Economy Flight,1,806.0,820.8745,820.8745
EF036799,49264,DE,Berlin,ES,Madrid,10,Economy Flight,1,232.0,274.397,274.397
BC015807,49265,DE,Berlin,IT,Rome,12,Business Class Flight,1,477.0,261.8772,261.8772
EF036800,49266,AU,Sydney,AE,Dubai,10,Economy Flight,1,1483.0,1354.7272,1354.7272
EF036801,49266,AE,Dubai,DE,Frankfurt,10,Economy Flight,2,608.0,1008.2278,1008.2278
EF036802,49267,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2153.0,1708.4588,1708.4588
EF036803,49268,US,New York,MX,Mexico City,10,Economy Flight,1,677.0,495.564,495.564
EF036804,49269,AU,Sydney,CN,Beijing,10,Economy Flight,1,1061.0,1269.822,1269.822
TR001466,49270,DE,Berlin,NL,Amsterdam,4,Train,1,175.0,27.4334,27.4334
BC015808,49271,DE,Berlin,ES,Madrid,12,Business Class Flight,1,580.0,411.5677,411.5677
EF036805,49272,AU,Sydney,CN,Beijing,10,Economy Flight,1,1043.0,1269.822,1269.822
EF036806,49273,BR,São Paulo,US,Miami,10,Economy Flight,1,1199.0,931.1467,931.1467
EF036807,49274,AU,Sydney,CN,Beijing,10,Economy Flight,1,1138.0,1269.822,1269.822
BC015809,49275,AU,Sydney,US,Los Angeles,12,Business Class Flight,1,9948.0,4954.3495,4954.3495
EF036808,49276,CN,Beijing,IN,New Delhi,10,Economy Flight,1,822.0,539.7169,539.7169
EF036809,49277,DE,Berlin,IT,Rome,10,Economy Flight,1,201.0,174.5966,174.5966
CA001595,49278,US,New York,CA,Toronto,15,Volkswagen Golf petrol,1,94.21,178.5404,178.5404
EF036810,49279,AU,Sydney,CN,Shanghai,10,Economy Flight,1,1153.0,1117.6628,1117.6628
EF036811,49279,CN,Shanghai,CN,Beijing,10,Economy Flight,2,307.0,159.5767,159.5767
EF036812,49280,AU,Sydney,AE,Dubai,10,Economy Flight,1,1903.0,1354.7272,1354.7272
EF036813,49280,AE,Dubai,DE,Frankfurt,10,Economy Flight,2,607.0,1008.2278,1008.2278
BC015810,49281,AU,Sydney,AE,Dubai,12,Business Class Flight,1,6245.0,3928.5655,3928.5655
BC015811,49281,AE,Dubai,DE,Frankfurt,12,Business Class Flight,2,2371.0,2923.7539,2923.7539
EF036814,49282,BR,São Paulo,US,Miami,10,Economy Flight,1,1294.0,931.1467,931.1467
BC015812,49283,BR,São Paulo,PT,Lisbon,12,Business Class Flight,1,8904.0,3259.3199,3259.3199
EF036815,49284,DE,Berlin,NL,Amsterdam,10,Economy Flight,1,157.0,87.9543,87.9543
EF036816,49285,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,156.0,188.4358,188.4358
BC015813,49286,CN,Beijing,RU,Moscow,12,Business Class Flight,1,4397.0,2380.4493,2380.4493
EF036817,49287,US,New York,MX,Mexico City,10,Economy Flight,1,587.0,495.564,495.564
EF036818,49288,DE,Berlin,NL,Amsterdam,10,Economy Flight,1,186.0,87.9543,87.9543
EF036819,49289,AU,Sydney,SG,Singapore,10,Economy Flight,1,942.0,891.4661,891.4661
BC015814,49290,DE,Berlin,ES,Madrid,12,Business Class Flight,1,671.0,411.5677,411.5677
EF036820,49291,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1379.0,1053.7135,1053.7135
EF036821,49292,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1841.0,1053.7135,1053.7135
EF036822,49293,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,190.0,188.4358,188.4358
BC015815,49294,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,3548.0,1565.1219,1565.1219
EF036823,49295,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1909.0,1053.7135,1053.7135
EF036824,49296,BR,São Paulo,US,Miami,10,Economy Flight,1,1403.0,931.1467,931.1467
BC015816,49297,AU,Sydney,SG,Singapore,12,Business Class Flight,1,4702.0,2585.1574,2585.1574
BC015817,49298,US,New York,CA,Toronto,12,Business Class Flight,1,827.0,124.2913,124.2913
BC015818,49299,US,New York,CA,Toronto,12,Business Class Flight,1,913.0,124.2913,124.2913
EF036825,49300,MX,Mexico City,US,Miami,10,Economy Flight,1,491.0,304.0142,304.0142
EF036826,49301,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1794.0,1708.4588,1708.4588
EF036827,49302,DE,Hamburg,FR,Paris,10,Economy Flight,1,231.0,112.6934,112.6934
EF036828,49303,DE,Berlin,ES,Madrid,10,Economy Flight,1,228.0,274.397,274.397
EF036829,49304,US,New York,CA,Toronto,10,Economy Flight,1,413.0,82.8664,82.8664
EF036830,49305,AU,Sydney,SG,Singapore,10,Economy Flight,1,853.0,891.4661,891.4661
EF036831,49306,DE,Berlin,NL,Amsterdam,10,Economy Flight,1,185.0,87.9543,87.9543
BC015819,49307,US,New York,FR,Paris,12,Business Class Flight,1,5757.0,2405.8845,2405.8845
EF036832,49308,BR,São Paulo,US,Miami,10,Economy Flight,1,1441.0,931.1467,931.1467
EF036833,49309,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1539.0,1708.4588,1708.4588
BC015820,49310,AU,Sydney,US,Los Angeles,12,Business Class Flight,1,10218.0,4954.3495,4954.3495
BC015821,49311,US,New York,CA,Toronto,12,Business Class Flight,1,1103.0,124.2913,124.2913
EF036834,49312,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1907.0,1053.7135,1053.7135
BC015822,49313,AU,Sydney,CN,Beijing,12,Business Class Flight,1,4751.0,3682.3494,3682.3494
BC015823,49314,CN,Beijing,AE,Dubai,12,Business Class Flight,1,4037.0,1829.6839,1829.6839
BC015824,49314,AE,Dubai,GB,London,12,Business Class Flight,2,3694.0,3185.1815,3185.1815
EF036835,49315,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1708.0,1708.4588,1708.4588
EF036836,49316,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1676.0,1708.4588,1708.4588
BC015825,49317,DE,Berlin,ES,Madrid,12,Business Class Flight,1,652.0,411.5677,411.5677
EF036837,49318,AU,Sydney,SG,Singapore,10,Economy Flight,1,1059.0,891.4661,891.4661
EF036838,49318,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,1273.0,1456.1562,1456.1562
EF036839,49319,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1450.0,1053.7135,1053.7135
BC015826,49320,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,2880.0,1565.1219,1565.1219
BC015827,49321,ZA,Cape Town,ZA,Johannesburg,12,Business Class Flight,1,448.0,282.6347,282.6347
EF036840,49322,BR,São Paulo,US,Miami,10,Economy Flight,1,1076.0,931.1467,931.1467
EF036841,49323,DE,Berlin,NL,Amsterdam,10,Economy Flight,1,177.0,87.9543,87.9543
EF036842,49324,CN,Beijing,CN,Shanghai,10,Economy Flight,1,253.0,159.5767,159.5767
EF036843,49324,CN,Shanghai,GB,London,10,Economy Flight,2,1378.0,1304.9426,1304.9426
TR001467,49325,DE,Hamburg,DE,Berlin,4,Train,1,87.0,7.7739,7.7739
EF036844,49326,CN,Beijing,CN,Shanghai,10,Economy Flight,1,249.0,159.5767,159.5767
EF036845,49326,CN,Shanghai,AU,Sydney,10,Economy Flight,2,1105.0,1117.6628,1117.6628
EF036846,49327,DE,Hamburg,FR,Paris,10,Economy Flight,1,183.0,112.6934,112.6934
BC015828,49328,AU,Sydney,AE,Abu Dhabi,12,Business Class Flight,1,7572.0,4954.6635,4954.6635
BC015829,49328,AE,Abu Dhabi,DE,Frankfurt,12,Business Class Flight,2,2560.0,1997.0203,1997.0203
EF036847,49329,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,811.0,251.2322,251.2322
EF036848,49330,CN,Beijing,RU,Moscow,10,Economy Flight,1,914.0,820.8745,820.8745
CA001596,49331,DE,Hamburg,DE,Berlin,13,BMW 3 diesel,1,123.05,60.7452,60.7452
EF036849,49332,AU,Sydney,SG,Singapore,10,Economy Flight,1,891.0,891.4661,891.4661
EF036850,49333,AU,Sydney,AE,Dubai,10,Economy Flight,1,1801.0,1354.7272,1354.7272
EF036851,49333,AE,Dubai,DE,Frankfurt,10,Economy Flight,2,718.0,1008.2278,1008.2278
TR001468,49334,JP,Fukuoka,JP,Tokyo,4,Train,1,353.0,21.8785,21.8785
CA001597,49335,DE,Berlin,ES,Madrid,13,BMW 3 diesel,1,114.82,493.3779,493.3779
EF036852,49336,AU,Sydney,SG,Singapore,10,Economy Flight,1,979.0,891.4661,891.4661
BC015830,49337,BR,São Paulo,US,Miami,12,Business Class Flight,1,5539.0,2700.2268,2700.2268
TR001469,49338,DE,Berlin,FR,Paris,4,Train,1,179.0,28.2226,28.2226
TR001470,49338,DE,Berlin,FR,Paris,4,Train,2,177.0,28.2226,28.2226
BC015831,49339,BR,São Paulo,ZA,Johannesburg,12,Business Class Flight,1,5526.0,3055.6576,3055.6576
CA001598,49340,US,New York,CA,Toronto,15,Volkswagen Golf petrol,1,85.91,178.5404,178.5404
BC015832,49341,BR,São Paulo,US,Miami,12,Business Class Flight,1,4857.0,2700.2268,2700.2268
BC015833,49342,CN,Beijing,US,New York,12,Business Class Flight,1,9800.0,4505.2745,4505.2745
BC015834,49343,BR,São Paulo,US,Miami,12,Business Class Flight,1,4348.0,2700.2268,2700.2268
BC015835,49344,AU,Sydney,US,Los Angeles,12,Business Class Flight,1,9894.0,4954.3495,4954.3495
BC015836,49345,BR,São Paulo,US,Miami,12,Business Class Flight,1,5199.0,2700.2268,2700.2268
EF036853,49346,AU,Sydney,AE,Dubai,10,Economy Flight,1,1391.0,1354.7272,1354.7272
EF036854,49346,AE,Dubai,DE,Frankfurt,10,Economy Flight,2,747.0,1008.2278,1008.2278
CA001599,49347,US,New York,CA,Toronto,15,Volkswagen Golf petrol,1,93.93,178.5404,178.5404
BC015837,49348,CN,Beijing,RU,Moscow,12,Business Class Flight,1,3754.0,2380.4493,2380.4493
BC015838,49349,DE,Berlin,GB,London,12,Business Class Flight,1,455.0,213.7417,213.7417
EF036855,49350,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,148.0,188.4358,188.4358
EF036856,49351,CN,Beijing,IN,New Delhi,10,Economy Flight,1,767.0,539.7169,539.7169
BC015839,49352,CN,Beijing,CN,Shanghai,12,Business Class Flight,1,991.0,239.3489,239.3489
BC015840,49352,CN,Shanghai,GB,London,12,Business Class Flight,2,5846.0,3784.1953,3784.1953
EF036857,49353,CN,Beijing,AU,Sydney,10,Economy Flight,1,1405.0,1269.822,1269.822
BC015841,49354,DE,Berlin,FR,Paris,12,Business Class Flight,1,518.0,196.2627,196.2627
EF036858,49355,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1925.0,1708.4588,1708.4588
EF036859,49356,US,New York,MX,Mexico City,10,Economy Flight,1,617.0,495.564,495.564
EF036860,49357,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1873.0,1053.7135,1053.7135
EF036861,49358,DE,Berlin,NL,Amsterdam,10,Economy Flight,1,134.0,87.9543,87.9543
EF036862,49359,AU,Sydney,CN,Shanghai,10,Economy Flight,1,1278.0,1117.6628,1117.6628
EF036863,49359,CN,Shanghai,CN,Beijing,10,Economy Flight,2,244.0,159.5767,159.5767
EF036864,49360,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,633.0,251.2322,251.2322
EF036865,49361,BR,São Paulo,US,Miami,10,Economy Flight,1,1451.0,931.1467,931.1467
EF036866,49362,DE,Berlin,FR,Paris,10,Economy Flight,1,161.0,130.8506,130.8506
EF036867,49363,AU,Sydney,SG,Singapore,10,Economy Flight,1,730.0,891.4661,891.4661
EF036868,49363,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,1206.0,1456.1562,1456.1562
BC015842,49364,AU,Sydney,AE,Dubai,12,Business Class Flight,1,7411.0,3928.5655,3928.5655
BC015843,49364,AE,Dubai,DE,Frankfurt,12,Business Class Flight,2,2810.0,2923.7539,2923.7539
EF036869,49365,CN,Beijing,IN,New Delhi,10,Economy Flight,1,989.0,539.7169,539.7169
BC015844,49366,BR,São Paulo,ZA,Johannesburg,12,Business Class Flight,1,5287.0,3055.6576,3055.6576
EF036870,49367,BR,São Paulo,US,Miami,10,Economy Flight,1,1467.0,931.1467,931.1467
BC015845,49368,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,3018.0,1565.1219,1565.1219
EF036871,49369,AU,Sydney,SG,Singapore,10,Economy Flight,1,914.0,891.4661,891.4661
EF036872,49370,AU,Sydney,SG,Singapore,10,Economy Flight,1,761.0,891.4661,891.4661
FC000901,49371,DE,Berlin,GB,London,11,First Class Flight,1,899.0,213.7417,213.7417
EF036873,49372,AU,Sydney,AE,Dubai,10,Economy Flight,1,1668.0,1354.7272,1354.7272
EF036874,49372,AE,Dubai,DE,Frankfurt,10,Economy Flight,2,827.0,1008.2278,1008.2278
EF036875,49373,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2115.0,1708.4588,1708.4588
BC015846,49374,US,New York,MX,Mexico City,12,Business Class Flight,1,1677.0,743.2958,743.2958
EF036876,49375,AU,Sydney,AU,Melbourne,10,Economy Flight,1,206.0,104.5385,104.5385
EF036877,49376,CN,Beijing,RU,Moscow,10,Economy Flight,1,927.0,820.8745,820.8745
EF036878,49377,DE,Berlin,GB,London,10,Economy Flight,1,160.0,142.504,142.504
BC015847,49378,CN,Beijing,US,New York,12,Business Class Flight,1,7617.0,4505.2745,4505.2745
EF036879,49379,CN,Beijing,CN,Shanghai,10,Economy Flight,1,280.0,159.5767,159.5767
EF036880,49379,CN,Shanghai,AU,Sydney,10,Economy Flight,2,1377.0,1117.6628,1117.6628
CA001600,49380,DE,Berlin,IT,Rome,14,Volkswagen Golf diesel,1,82.2,320.4297,320.4297
BC015848,49381,US,New York,FR,Paris,12,Business Class Flight,1,7344.0,2405.8845,2405.8845
EF036881,49382,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1550.0,1708.4588,1708.4588
EF036882,49383,AU,Sydney,SG,Singapore,10,Economy Flight,1,957.0,891.4661,891.4661
EF036883,49383,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,1266.0,1456.1562,1456.1562
EF036884,49384,AU,Sydney,SG,Singapore,10,Economy Flight,1,741.0,891.4661,891.4661
EF036885,49385,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,182.0,188.4358,188.4358
EF036886,49386,CN,Beijing,CN,Shanghai,10,Economy Flight,1,250.0,159.5767,159.5767
EF036887,49386,CN,Shanghai,GB,London,10,Economy Flight,2,1483.0,1304.9426,1304.9426
EF036888,49387,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2267.0,1708.4588,1708.4588
BC015849,49388,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,3207.0,1565.1219,1565.1219
EF036889,49389,AU,Sydney,SG,Singapore,10,Economy Flight,1,1055.0,891.4661,891.4661
BC015850,49390,DE,Berlin,IT,Rome,12,Business Class Flight,1,525.0,261.8772,261.8772
BC015851,49391,BR,São Paulo,US,Miami,12,Business Class Flight,1,6201.0,2700.2268,2700.2268
EF036890,49392,BR,São Paulo,PT,Lisbon,10,Economy Flight,1,2126.0,1123.9445,1123.9445
EF036891,49393,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2036.0,1708.4588,1708.4588
EF036892,49394,CN,Beijing,RU,Moscow,10,Economy Flight,1,1196.0,820.8745,820.8745
EF036893,49395,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,695.0,251.2322,251.2322
EF036894,49396,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,695.0,251.2322,251.2322
EF036895,49397,BR,São Paulo,PT,Lisbon,10,Economy Flight,1,2167.0,1123.9445,1123.9445
EF036896,49398,CN,Beijing,IN,New Delhi,10,Economy Flight,1,899.0,539.7169,539.7169
EF036897,49399,AU,Sydney,AU,Melbourne,10,Economy Flight,1,154.0,104.5385,104.5385
EF036898,49400,DE,Berlin,IT,Rome,10,Economy Flight,1,166.0,174.5966,174.5966
EF036899,49401,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1964.0,1708.4588,1708.4588
FC000902,49402,AU,Sydney,SG,Singapore,11,First Class Flight,1,10483.0,3565.7387,3565.7387
FC000903,49402,SG,Singapore,DE,Frankfurt,11,First Class Flight,2,14058.0,5824.4191,5824.4191
BC015852,49403,US,New York,MX,Mexico City,12,Business Class Flight,1,1519.0,743.2958,743.2958
EF036900,49404,AU,Sydney,SG,Singapore,10,Economy Flight,1,805.0,891.4661,891.4661
EF036901,49405,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,811.0,251.2322,251.2322
EF036902,49406,AU,Sydney,AU,Brisbane,10,Economy Flight,1,201.0,111.6058,111.6058
EF036903,49407,CN,Beijing,IN,New Delhi,10,Economy Flight,1,974.0,539.7169,539.7169
BC015853,49408,AU,Sydney,AU,Brisbane,12,Business Class Flight,1,709.0,167.3974,167.3974
EF036904,49409,BR,São Paulo,US,Dallas,10,Economy Flight,1,1874.0,1167.7216,1167.7216
EF036905,49409,US,Dallas,JP,Tokyo,10,Economy Flight,2,1528.0,1470.0091,1470.0091
EF036906,49410,AU,Sydney,SG,Singapore,10,Economy Flight,1,869.0,891.4661,891.4661
EF036907,49410,SG,Singapore,GR,Athens,10,Economy Flight,2,488.0,1281.0192,1281.0192
EF036908,49410,GR,Athens,DE,Frankfurt,10,Economy Flight,3,474.0,269.2088,269.2088
EF036909,49411,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2058.0,1708.4588,1708.4588
EF036910,49412,CN,Beijing,RU,Moscow,10,Economy Flight,1,854.0,820.8745,820.8745
EF036911,49413,JP,Fukuoka,JP,Tokyo,10,Economy Flight,1,235.0,130.658,130.658
EF036912,49414,BR,São Paulo,US,Miami,10,Economy Flight,1,1294.0,931.1467,931.1467
BC015854,49415,DE,Berlin,GB,London,12,Business Class Flight,1,357.0,213.7417,213.7417
EF036913,49416,CN,Beijing,IN,New Delhi,10,Economy Flight,1,771.0,539.7169,539.7169
EF036914,49417,MX,Mexico City,US,Miami,10,Economy Flight,1,503.0,304.0142,304.0142
EF036915,49418,DE,Berlin,GB,London,10,Economy Flight,1,135.0,142.504,142.504
BC015855,49419,CN,Beijing,RU,Moscow,12,Business Class Flight,1,4942.0,2380.4493,2380.4493
EF036916,49420,AU,Sydney,SG,Singapore,10,Economy Flight,1,865.0,891.4661,891.4661
